geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,Kansas,All,2013-14,201347,,,44,464,9.482758621,98.40783398
State,,Arizona,All,2013-14,201347,,,52,904,5.752212389,99.66713616
State,,Texas,All,2013-14,201344,,,208,3217,6.465651228,100.1670063
State,,Kansas,All,2013-14,201429,,,30,458,6.550218341,97.13531889
State,,Mississippi,All,2013-14,201352,,,52,625,8.32,112.7876355
State,,Nevada,All,2013-14,201342,,,24,381,6.299212598,99.75571257
State,,Colorado,All,2013-14,201412,,,46,688,6.686046512,112.2673329
National,,,0-17 years,2013-14,201429,2,13,15,694,2.161383285,99.29486439
National,,,65 years and older,2013-14,201407,95,3503,3598,39512,9.106094351,113.1453672
Region,7,,All,2013-14,201346,1,180,181,2493,7.260328921,105.9625639
State,,North Carolina,All,2013-14,201343,,,105,1448,7.251381216,95.46991722
State,,Nebraska,All,2013-14,201346,,,18,295,6.101694915,101.0257419
State,,Hawaii,All,2013-14,201419,,,19,215,8.837209302,113.2605737
State,,North Carolina,All,2013-14,201410,,,144,1703,8.455666471,112.2826444
State,,Rhode Island,All,2013-14,201407,,,15,200,7.5,110.5118443
State,,Pennsylvania,All,2013-14,201424,,,160,2294,6.974716652,95.21261913
State,,Texas,All,2013-14,201423,,,249,3395,7.334315169,105.7093524
State,,Michigan,All,2013-14,201429,,,110,1730,6.358381503,102.4631742
State,,Virginia,All,2013-14,201439,,,62,1194,5.192629816,104.2921146
National,,,0-17 years,2013-14,201434,1,4,5,666,0.750750751,98.31545098
State,,Illinois,All,2013-14,201424,,,123,1944,6.327160494,100.709909
Region,9,,All,2013-14,201420,2,449,451,6173,7.306010044,102.6599211
State,,Washington,All,2013-14,201352,,,90,1010,8.910891089,107.97332
State,,Kansas,All,2013-14,201431,,,30,482,6.22406639,102.2253793
State,,Idaho,All,2013-14,201435,,,9,249,3.614457831,112.0148949
Region,6,,All,2013-14,201347,4,417,421,5908,7.125930941,106.2805775
State,,Pennsylvania,All,2013-14,201425,,,138,2349,5.874840358,97.4953977
State,,Connecticut,All,2013-14,201424,,,29,568,5.105633803,102.4943232
State,,California,All,2013-14,201417,,,382,4573,8.353378526,100.8539947
Region,2,,All,2013-14,201347,0,316,316,4255,7.426556992,102.5174735
State,,Maryland,All,2013-14,201427,,,42,813,5.166051661,97.59343392
State,,New Hampshire,All,2013-14,201433,,,17,209,8.133971292,104.7028932
Region,5,,All,2013-14,201340,1,539,540,8431,6.404934172,100.0465008
Region,5,,All,2013-14,201415,6,636,642,8901,7.212672733,105.623758
State,,Alabama,All,2013-14,201437,,,45,904,4.977876106,97.87553681
State,,Indiana,All,2013-14,201429,,,72,1081,6.660499538,98.56039157
State,,Idaho,All,2013-14,201413,,,20,259,7.722007722,116.513485
State,,Washington,All,2013-14,201424,,,63,983,6.408952187,105.0869045
State,,Vermont,All,2013-14,201409,,,12,111,10.81081081,110.6347465
State,,North Dakota,All,2013-14,201348,,,5,113,4.424778761,99.27697675
State,,North Carolina,All,2013-14,201436,,,111,1547,7.175177763,101.9972113
State,,South Dakota,All,2013-14,201344,,,15,123,12.19512195,89.83121921
State,,Rhode Island,All,2013-14,201415,,,22,216,10.18518519,119.3527919
State,,California,All,2013-14,201432,,,303,4339,6.983175847,95.6933048
State,,Washington,All,2013-14,201340,,,76,964,7.883817427,103.0557232
State,,Maine,All,2013-14,201437,,,13,222,5.855855856,90.79310412
State,,Louisiana,All,2013-14,201340,,,36,716,5.027932961,91.53042064
State,,North Dakota,All,2013-14,201401,,,13,135,9.62962963,118.6052377
National,,,All,2013-14,201423,20,3220,3240,47792,6.779377302,100.4466209
State,,Vermont,All,2013-14,201432,,,17,116,14.65517241,115.6182937
State,,New Hampshire,All,2013-14,201420,,,23,233,9.871244635,116.7261919
State,,North Carolina,All,2013-14,201352,,,165,1695,9.734513274,111.7551863
State,,Montana,All,2013-14,201351,,,20,194,10.30927835,115.4564611
State,,Maine,All,2013-14,201421,,,24,242,9.917355372,98.97266305
State,,Arkansas,All,2013-14,201439,,,44,592,7.432432432,105.8046862
State,,Texas,All,2013-14,201405,,,409,3861,10.59311059,120.2190897
State,,Indiana,All,2013-14,201412,,,89,1117,7.967770815,101.8426988
State,,Illinois,All,2013-14,201433,,,105,1875,5.6,97.13532888
State,,Alabama,All,2013-14,201425,,,47,862,5.452436195,93.32822205
Region,5,,All,2013-14,201411,15,666,681,9323,7.304515714,110.631423
State,,Alaska,All,2013-14,201409,,,3,62,4.838709677,86.0139396
Region,1,,All,2013-14,201431,0,152,152,2201,6.90595184,96.14065521
State,,North Dakota,All,2013-14,201434,,,6,98,6.12244898,86.09861701
State,,North Carolina,All,2013-14,201431,,,85,1480,5.743243243,97.57974965
Region,8,,All,2013-14,201436,0,106,106,1491,7.109322602,106.4123535
State,,Utah,All,2013-14,201428,,,11,317,3.470031546,111.0007204
State,,Texas,All,2013-14,201348,,,258,3465,7.445887446,107.8889266
State,,North Carolina,All,2013-14,201342,,,113,1526,7.404980341,100.6126338
State,,Vermont,All,2013-14,201418,,,9,90,10,89.70384854
State,,Nebraska,All,2013-14,201341,,,12,254,4.724409449,86.98487604
Region,8,,All,2013-14,201410,3,119,122,1535,7.947882736,109.5526241
State,,Ohio,All,2013-14,201437,,,124,1918,6.465067779,93.1888293
Region,8,,All,2013-14,201430,0,85,85,1432,5.93575419,102.201536
State,,Idaho,All,2013-14,201416,,,11,238,4.62184874,107.0664457
State,,Utah,All,2013-14,201434,,,12,280,4.285714286,98.04480038
State,,Arizona,All,2013-14,201340,,,58,906,6.401766004,99.88763867
State,,Washington,All,2013-14,201425,,,63,938,6.71641791,100.276212
State,,District of Columbia,All,2013-14,201401,,,6,103,5.825242718,115.3335119
Region,4,,All,2013-14,201352,53,840,893,11424,7.816876751,109.6428686
State,,New York City,All,2013-14,201408,,,96,1015,9.458128079,101.9370123
National,,,65 years and older,2013-14,201342,6,2629,2635,34824,7.566620721,100.0472893
National,,,65 years and older,2013-14,201424,5,2633,2638,34799,7.580677606,100.545403
State,,Florida,All,2013-14,201404,,,255,3765,6.772908367,113.4624813
Region,8,,All,2013-14,201434,0,78,78,1405,5.551601424,100.2745517
State,,Nebraska,All,2013-14,201347,,,22,319,6.896551724,109.2447853
State,,Missouri,All,2013-14,201403,,,109,1193,9.136630344,113.0334063
State,,Ohio,All,2013-14,201408,,,162,2272,7.13028169,110.388436
National,,,65 years and older,2013-14,201433,3,2347,2350,33916,6.928883123,98.2608056
State,,Hawaii,All,2013-14,201343,,,22,197,11.16751269,103.7782931
State,,Hawaii,All,2013-14,201347,,,15,170,8.823529412,89.55487221
State,,North Dakota,All,2013-14,201345,,,7,139,5.035971223,122.119467
State,,Mississippi,All,2013-14,201346,,,41,600,6.833333333,108.27613
State,,New York,All,2013-14,201413,,,165,1899,8.68878357,104.1651248
State,,Kansas,All,2013-14,201413,,,43,513,8.382066277,108.8000406
State,,Montana,All,2013-14,201425,,,7,172,4.069767442,102.3634603
National,,,All,2013-14,201351,107,3917,4024,52548,7.657760524,110.4425225
State,,Georgia,All,2013-14,201410,,,106,1437,7.376478775,106.0351858
State,,California,All,2013-14,201406,,,623,5165,12.06195547,113.9100989
Region,9,,All,2013-14,201408,34,579,613,6600,9.287878788,109.7611339
State,,Minnesota,All,2013-14,201342,,,54,761,7.095926413,101.8617669
State,,Mississippi,All,2013-14,201433,,,26,571,4.553415061,103.0427838
State,,Kansas,All,2013-14,201401,,,39,553,7.05244123,117.2834746
State,,Rhode Island,All,2013-14,201437,,,16,156,10.25641026,86.19923858
State,,South Carolina,All,2013-14,201422,,,64,859,7.450523865,107.7526498
Region,3,,All,2013-14,201350,3,346,349,5337,6.539254263,105.9674013
State,,Idaho,All,2013-14,201341,,,15,246,6.097560976,110.6653178
State,,Nevada,All,2013-14,201435,,,35,414,8.45410628,108.3959711
State,,Utah,All,2013-14,201352,,,30,325,9.230769231,113.8020004
State,,Nebraska,All,2013-14,201344,,,22,282,7.80141844,96.57376002
State,,Oregon,All,2013-14,201422,,,25,593,4.215851602,96.25352397
State,,New York,All,2013-14,201426,,,129,1775,7.267605634,97.36339992
State,,New Hampshire,All,2013-14,201425,,,12,235,5.106382979,117.7281335
State,,Utah,All,2013-14,201423,,,18,305,5.901639344,106.7988004
Region,7,,All,2013-14,201343,0,164,164,2379,6.893652795,101.1171037
Region,7,,All,2013-14,201416,1,177,178,2485,7.162977867,105.6225316
State,,Georgia,All,2013-14,201436,,,67,1384,4.841040462,102.1243543
State,,Ohio,All,2013-14,201428,,,137,2078,6.592877767,100.9626628
Region,3,,All,2013-14,201426,0,277,277,4974,5.568958585,98.75995018
State,,Wisconsin,All,2013-14,201436,,,82,930,8.817204301,102.6143239
State,,Oregon,All,2013-14,201411,,,46,703,6.543385491,114.1083092
State,,West Virginia,All,2013-14,201348,,,28,398,7.035175879,96.54812201
State,,Wyoming,All,2013-14,201403,,,6,93,6.451612903,110.7521368
State,,Alaska,All,2013-14,201417,,,5,68,7.352941177,94.33786923
State,,Delaware,All,2013-14,201435,,,5,157,3.184713376,106.3216901
State,,Washington,All,2013-14,201417,,,68,1009,6.739345887,107.8664157
Region,8,,All,2013-14,201349,1,103,104,1461,7.118412047,104.2712598
State,,Vermont,All,2013-14,201435,,,8,104,7.692307692,103.6577805
State,,Montana,All,2013-14,201438,,,10,188,5.319148936,111.8856427
State,,Minnesota,All,2013-14,201412,,,50,829,6.031363088,110.9637381
State,,Michigan,All,2013-14,201404,,,172,1897,9.066947812,112.3541281
State,,Wyoming,All,2013-14,201346,,,4,91,4.395604396,108.3703704
State,,Texas,All,2013-14,201411,,,287,3714,7.727517501,115.6419837
State,,Vermont,All,2013-14,201351,,,8,116,6.896551724,115.6182937
State,,Alaska,All,2013-14,201407,,,1,76,1.315789474,105.4364421
State,,Nevada,All,2013-14,201402,,,36,446,8.071748879,116.7744037
State,,Illinois,All,2013-14,201421,,,138,1979,6.973218797,102.5231018
State,,Idaho,All,2013-14,201418,,,18,255,7.058823529,114.714049
State,,Massachusetts,All,2013-14,201403,,,109,1113,9.793351303,110.225695
Region,7,,All,2013-14,201402,30,246,276,2757,10.01088139,117.1836296
State,,Wyoming,All,2013-14,201423,,,12,100,12,119.0883191
State,,Wyoming,All,2013-14,201349,,,6,80,7.5,95.27065527
State,,Wyoming,All,2013-14,201422,,,5,98,5.102040816,116.7065527
Region,8,,All,2013-14,201422,1,96,97,1469,6.603131382,104.8422181
State,,Wyoming,All,2013-14,201405,,,10,110,9.090909091,130.997151
State,,Rhode Island,All,2013-14,201421,,,16,207,7.729468599,114.3797589
Region,5,,All,2013-14,201431,1,519,520,8192,6.34765625,97.21040619
State,,Delaware,All,2013-14,201430,,,5,135,3.703703704,91.42310933
National,,,0-17 years,2013-14,201435,0,12,12,728,1.648351648,98.07375025
State,,Montana,All,2013-14,201404,,,14,167,8.383233533,99.38777835
Region,5,,All,2013-14,201402,63,865,928,9953,9.323821963,118.1073209
Region,10,,All,2013-14,201429,2,92,94,1852,5.075593953,100.3320485
State,,Georgia,All,2013-14,201419,,,87,1473,5.906313646,108.6915997
Region,3,,All,2013-14,201408,28,413,441,5528,7.977568741,109.7597516
State,,Georgia,All,2013-14,201343,,,69,1309,5.271199389,96.59015884
State,,Idaho,All,2013-14,201427,,,15,206,7.281553398,92.67095719
State,,New York City,All,2013-14,201352,,,110,1096,10.03649635,110.0718871
State,,Iowa,All,2013-14,201410,,,44,593,7.41989882,111.0974659
State,,New York City,All,2013-14,201344,,,88,1009,8.721506442,101.3344289
Region,5,,All,2013-14,201412,12,630,642,8872,7.236248873,105.2796294
State,,Alaska,All,2013-14,201423,,,5,65,7.692307692,90.17590441
State,,Vermont,All,2013-14,201433,,,4,95,4.210526316,94.68739568
State,,Arizona,All,2013-14,201421,,,54,978,5.521472393,107.8257292
National,,,18-64 years,2013-14,201412,40,632,672,12827,5.238949092,108.0276169
State,,Nevada,All,2013-14,201416,,,27,407,6.633906634,106.563189
State,,Nevada,All,2013-14,201352,,,32,476,6.722689076,124.6291842
State,,Minnesota,All,2013-14,201437,,,48,785,6.114649682,105.0742273
State,,Minnesota,All,2013-14,201434,,,36,698,5.157593123,93.42905817
State,,Indiana,All,2013-14,201418,,,70,1168,5.993150685,106.492634
Region,7,,All,2013-14,201409,7,171,178,2544,6.996855346,108.1302698
Region,3,,All,2013-14,201436,1,288,289,4915,5.879959308,97.58849118
State,,Wisconsin,All,2013-14,201421,,,51,911,5.598243688,100.5179022
State,,Iowa,All,2013-14,201348,,,49,549,8.925318761,102.8541463
State,,District of Columbia,All,2013-14,201341,,,4,84,4.761904762,94.05839807
State,,Indiana,All,2013-14,201402,,,136,1311,10.37376049,119.5306877
State,,Rhode Island,All,2013-14,201412,,,11,197,5.583756345,108.8541667
National,,,65 years and older,2013-14,201347,9,2781,2790,36191,7.709098947,104.2276611
State,,Kansas,All,2013-14,201434,,,28,464,6.034482759,98.40783398
State,,New York City,All,2013-14,201437,,,69,877,7.867730901,88.07759582
State,,Wyoming,All,2013-14,201343,,,9,95,9.473684211,113.1339031
State,,Connecticut,All,2013-14,201411,,,55,613,8.972267537,110.6144721
State,,Nebraska,All,2013-14,201405,,,30,355,8.450704225,121.5733504
Region,6,,All,2013-14,201416,2,419,421,5878,7.162300102,105.7408995
State,,South Carolina,All,2013-14,201431,,,49,849,5.771495878,106.4982535
State,,Idaho,All,2013-14,201344,,,10,229,4.366812227,103.0177145
State,,Missouri,All,2013-14,201438,,,64,1073,5.964585275,101.6637427
Region,10,,All,2013-14,201430,0,101,101,1846,5.471289274,100.0069987
State,,Idaho,All,2013-14,201439,,,14,256,5.46875,115.163908
State,,Massachusetts,All,2013-14,201423,,,79,939,8.413205538,92.99364566
State,,Washington,All,2013-14,201342,,,73,994,7.344064386,106.2628515
State,,Kentucky,All,2013-14,201434,,,44,767,5.736636245,94.66898955
Region,1,,All,2013-14,201434,1,126,127,2199,5.775352433,96.05329432
State,,New York,All,2013-14,201402,,,190,2061,9.218825813,113.0512491
State,,Arkansas,All,2013-14,201427,,,46,576,7.986111111,102.9451001
Region,5,,All,2013-14,201428,0,522,522,8481,6.15493456,100.639826
State,,Oregon,All,2013-14,201347,,,39,656,5.945121951,106.4794464
State,,Mississippi,All,2013-14,201340,,,39,596,6.543624161,107.5542892
State,,Montana,All,2013-14,201402,,,19,186,10.21505376,110.6953699
State,,Oklahoma,All,2013-14,201435,,,39,660,5.909090909,94.78913986
State,,Pennsylvania,All,2013-14,201343,,,135,2356,5.730050934,97.78593316
Region,5,,All,2013-14,201420,5,544,549,8222,6.677207492,97.56640133
State,,Missouri,All,2013-14,201352,,,103,1193,8.633696563,113.0334063
State,,Delaware,All,2013-14,201419,,,8,166,4.819277108,112.4165641
State,,New York City,All,2013-14,201431,,,67,879,7.622298066,88.27845693
State,,Rhode Island,All,2013-14,201341,,,19,169,11.24260355,93.38250846
State,,Pennsylvania,All,2013-14,201413,,,166,2434,6.820049302,101.0233282
State,,Maryland,All,2013-14,201405,,,85,927,9.169363538,111.2781221
National,,,65 years and older,2013-14,201343,6,2643,2649,35019,7.564465005,100.3499406
Region,9,,All,2013-14,201347,2,476,478,6225,7.678714859,103.5247058
State,,District of Columbia,All,2013-14,201404,,,7,102,6.862745098,114.2137691
State,,Connecticut,All,2013-14,201415,,,72,620,11.61290323,111.8776064
National,,,All,2013-14,201411,93,3942,4035,51787,7.791530693,108.8430942
State,,Michigan,All,2013-14,201408,,,134,1859,7.208176439,110.1034919
State,,Montana,All,2013-14,201409,,,13,177,7.344632768,105.3391423
National,,,0-17 years,2013-14,201402,12,35,47,710,6.61971831,117.3236373
State,,Missouri,All,2013-14,201437,,,62,1024,6.0546875,97.02112999
Region,2,,All,2013-14,201409,11,338,349,4312,8.093692022,103.8907981
State,,New Mexico,All,2013-14,201424,,,16,313,5.111821086,101.2364976
State,,Virginia,All,2013-14,201345,,,83,1193,6.957250629,104.2047677
State,,Arizona,All,2013-14,201435,,,50,933,5.359056806,102.8644226
State,,Arkansas,All,2013-14,201424,,,39,559,6.976744186,99.90678981
State,,Alaska,All,2013-14,201418,,,6,72,8.333333333,99.88715566
State,,Montana,All,2013-14,201345,,,9,171,5.263157895,101.7683239
Region,7,,All,2013-14,201423,1,162,163,2294,7.105492589,97.50426057
State,,Minnesota,All,2013-14,201424,,,45,772,5.829015544,103.3341446
State,,Georgia,All,2013-14,201352,,,101,1521,6.640368179,112.2334848
State,,Wyoming,All,2013-14,201412,,,5,89,5.617977528,105.988604
State,,Nevada,All,2013-14,201429,,,29,418,6.937799043,109.4432752
Region,4,,All,2013-14,201351,35,827,862,11621,7.417606058,111.5335939
State,,California,All,2013-14,201347,,,383,4758,8.049600673,104.9340273
State,,Washington,All,2013-14,201415,,,69,986,6.997971602,105.4076173
State,,New York City,All,2013-14,201346,,,102,1014,10.0591716,101.8365817
State,,Louisiana,All,2013-14,201352,,,74,912,8.114035088,116.5862341
State,,Rhode Island,All,2013-14,201438,,,12,153,7.843137255,84.54156091
National,,,All,2013-14,201436,1,2966,2967,47473,6.249868346,99.7761641
State,,West Virginia,All,2013-14,201407,,,47,472,9.957627119,114.4992804
State,,Wyoming,All,2013-14,201417,,,8,72,11.11111111,85.74358974
State,,Pennsylvania,All,2013-14,201411,,,163,2549,6.394664574,105.7964107
Region,4,,All,2013-14,201426,0,626,626,10740,5.82867784,103.078117
State,,Minnesota,All,2013-14,201410,,,49,814,6.01965602,108.9559504
Region,4,,All,2013-14,201417,7,678,685,11156,6.140193618,107.0707145
State,,Florida,All,2013-14,201402,,,257,3800,6.763157895,114.5172454
State,,Kentucky,All,2013-14,201420,,,56,819,6.837606838,101.0872261
State,,West Virginia,All,2013-14,201404,,,70,486,14.40329218,117.8954455
National,,,18-64 years,2013-14,201415,23,639,662,12711,5.208087483,106.6236509
Region,7,,All,2013-14,201425,0,188,188,2408,7.80730897,102.3497208
Region,7,,All,2013-14,201405,11,200,211,2633,8.013672617,111.9131291
State,,South Dakota,All,2013-14,201437,,,10,139,7.194244604,101.5165811
State,,Colorado,All,2013-14,201347,,,36,631,5.705229794,102.9661149
Region,2,,All,2013-14,201429,0,245,245,3922,6.246812851,94.49436687
Region,1,,All,2013-14,201439,0,155,155,2352,6.590136054,102.7364021
State,,Ohio,All,2013-14,201435,,,114,1979,5.760485094,96.15260333
State,,Vermont,All,2013-14,201437,,,8,100,8,99.67094282
State,,Louisiana,All,2013-14,201423,,,40,788,5.076142132,100.734597
Region,7,,All,2013-14,201411,3,200,203,2554,7.948316367,108.5553102
State,,Ohio,All,2013-14,201345,,,148,2064,7.170542636,100.2824524
State,,Wisconsin,All,2013-14,201428,,,58,923,6.283856988,101.841958
State,,Alaska,All,2013-14,201346,,,5,80,6.25,110.9857285
National,,,0-17 years,2013-14,201426,0,13,13,724,1.795580111,99.75094316
Region,6,,All,2013-14,201417,2,368,370,5910,6.260575296,106.316556
State,,Wisconsin,All,2013-14,201439,,,56,895,6.25698324,98.75249448
State,,Tennessee,All,2013-14,201418,,,104,1214,8.566721582,106.1246513
State,,Michigan,All,2013-14,201423,,,110,1656,6.642512077,98.08035638
National,,,18-64 years,2013-14,201406,195,938,1133,13685,8.279137742,112.2500236
State,,South Carolina,All,2013-14,201424,,,54,836,6.459330144,104.8675381
National,,,0-17 years,2013-14,201438,1,16,17,699,2.43204578,101.0561271
