geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,New Jersey,All,2016-17,201647,,,64,1420,4.507042254,106.6280557
State,,Missouri,All,2016-17,201702,,,98,1316,7.446808511,124.6873116
State,,Arkansas,All,2016-17,201705,,,58,636,9.119496855,113.668548
State,,New Jersey,All,2016-17,201714,,,114,1530,7.450980392,114.8879755
State,,Iowa,All,2016-17,201705,,,62,676,9.171597633,126.6473641
State,,Texas,All,2016-17,201641,,,200,3587,5.575689992,111.6876132
State,,Idaho,All,2016-17,201642,,,16,244,6.557377049,109.7655998
State,,West Virginia,All,2016-17,201710,,,40,448,8.928571429,108.6772831
State,,Virginia,All,2016-17,201714,,,81,1324,6.117824773,115.6472024
State,,Florida,All,2016-17,201710,,,246,4130,5.956416465,124.462164
Region,7,,All,2016-17,201720,2,154,156,2379,6.557377049,101.1171037
Region,9,,All,2016-17,201701,60,743,803,7956,10.09301156,132.3120577
State,,Oregon,All,2016-17,201737,,,23,612,3.758169935,99.33753233
Region,2,,All,2016-17,201714,12,344,356,4427,8.041563135,106.6615406
State,,Arizona,All,2016-17,201724,,,62,1077,5.756731662,118.7406036
State,,Rhode Island,All,2016-17,201641,,,15,189,7.936507937,104.4336929
State,,Illinois,All,2016-17,201738,,,133,2079,6.397306397,107.7036527
Region,2,,All,2016-17,201737,0,264,264,4146,6.367583213,99.89129144
Region,7,,All,2016-17,201728,0,152,152,2453,6.196494089,104.2624024
State,,Minnesota,All,2016-17,201722,,,44,834,5.275779377,111.6330007
State,,Minnesota,All,2016-17,201735,,,42,827,5.07859734,110.6960331
Region,9,,All,2016-17,201640,6,402,408,6458,6.317745432,107.3996064
State,,District of Columbia,All,2016-17,201705,,,2,97,2.06185567,108.6150549
National,,,All,2016-17,201736,12,2824,2836,50981,5.562856751,107.1490873
Region,6,,All,2016-17,201707,61,536,597,6806,8.771672054,122.4349374
State,,Rhode Island,All,2016-17,201704,,,18,220,8.181818182,121.5630288
National,,,65 years and older,2016-17,201726,6,2383,2389,36492,6.54664036,106.384052
Region,3,,All,2016-17,201651,5,368,373,5830,6.397941681,115.7560333
State,,New Mexico,All,2016-17,201733,,,16,346,4.624277457,111.9099941
State,,Maine,All,2016-17,201721,,,14,258,5.426356589,105.5163102
State,,Ohio,All,2016-17,201646,,,117,2389,4.89744663,116.0730517
Region,6,,All,2016-17,201734,0,334,334,6037,5.532549279,108.6011926
State,,Arkansas,All,2016-17,201642,,,44,573,7.678883072,102.4089277
Region,9,,All,2016-17,201648,7,512,519,7045,7.366926899,117.1616952
State,,Alaska,All,2016-17,201723,,,2,81,2.469135803,112.3730501
State,,Connecticut,All,2016-17,201645,,,42,613,6.851549755,110.6144721
State,,Connecticut,All,2016-17,201734,,,42,538,7.80669145,97.08089067
State,,California,All,2016-17,201731,,,302,4831,6.251293728,106.5439861
State,,Washington,All,2016-17,201738,,,63,1032,6.104651163,110.3252141
State,,Kansas,All,2016-17,201737,,,28,473,5.919661734,100.3166066
State,,Missouri,All,2016-17,201710,,,113,1269,8.90464933,120.2341933
Region,4,,All,2016-17,201717,20,734,754,11931,6.319671444,114.5088468
State,,North Carolina,All,2016-17,201643,,,118,1740,6.781609195,114.7221381
Region,5,,All,2016-17,201739,0,478,478,8895,5.373805509,105.552559
State,,Delaware,All,2016-17,201730,,,8,170,4.705882353,115.1253969
State,,New Jersey,All,2016-17,201720,,,75,1416,5.29661017,106.327695
State,,Pennsylvania,All,2016-17,201701,,,226,2963,7.627404657,122.9795076
Region,8,,All,2016-17,201728,0,67,67,1468,4.564032698,104.7708483
State,,Iowa,All,2016-17,201736,,,34,548,6.204379562,102.6667981
State,,Utah,All,2016-17,201723,,,20,337,5.934718101,118.0039205
Region,5,,All,2016-17,201720,7,542,549,9137,6.008536719,108.4242531
Region,6,,All,2016-17,201729,0,335,335,5978,5.603880897,107.539826
State,,Montana,All,2016-17,201701,,,14,209,6.698564593,124.383507
State,,Ohio,All,2016-17,201738,,,106,2222,4.770477048,107.959113
State,,Colorado,All,2016-17,201718,,,31,709,4.37235543,115.6940974
National,,,18-64 years,2016-17,201724,5,557,562,13395,4.195595371,106.7623662
State,,Pennsylvania,All,2016-17,201727,,,129,2399,5.377240517,99.57065095
State,,Mississippi,All,2016-17,201730,,,31,536,5.78358209,96.72667617
State,,Mississippi,All,2016-17,201721,,,30,569,5.272407733,102.6818633
State,,Rhode Island,All,2016-17,201727,,,12,152,7.894736842,83.98900169
State,,Utah,All,2016-17,201737,,,20,356,5.617977528,124.6569605
Region,2,,All,2016-17,201649,1,306,307,4467,6.872621446,107.6252771
State,,Rhode Island,All,2016-17,201737,,,11,163,6.748466258,90.06715313
State,,Massachusetts,All,2016-17,201721,,,72,1025,7.024390244,101.5106356
Region,1,,All,2016-17,201734,0,164,164,2302,7.124239792,100.55238
State,,New Hampshire,All,2016-17,201649,,,11,246,4.471544715,123.2388121
National,,,0-17 years,2016-17,201718,3,13,16,724,2.209944751,110.6716128
State,,Alaska,All,2016-17,201733,,,11,88,12.5,122.0843014
Region,4,,All,2016-17,201733,3,588,591,11652,5.072090628,111.8311192
State,,Rhode Island,All,2016-17,201713,,,18,205,8.780487805,113.2746404
State,,Arizona,All,2016-17,201720,,,62,1069,5.799812909,117.8585935
State,,Alabama,All,2016-17,201730,,,63,914,6.892778993,98.95823081
Region,3,,All,2016-17,201727,0,262,262,5165,5.072604066,102.5523005
State,,North Dakota,All,2016-17,201709,,,17,137,12.40875912,120.3623524
State,,Alaska,All,2016-17,201702,,,5,93,5.376344086,129.0209094
State,,South Carolina,All,2016-17,201710,,,63,991,6.357214934,124.3106822
State,,Minnesota,All,2016-17,201652,,,46,897,5.128205128,120.0657094
Region,10,,All,2016-17,201705,59,219,278,2438,11.40278917,132.0785822
Region,9,,All,2016-17,201644,3,451,454,6475,7.011583012,107.6823245
State,,Kentucky,All,2016-17,201704,,,74,914,8.096280088,112.8128507
National,,,65 years and older,2016-17,201729,8,2228,2236,36266,6.165554514,105.3541967
State,,South Dakota,All,2016-17,201728,,,4,133,3.007518797,97.13457036
State,,Hawaii,All,2016-17,201648,,,36,240,15,126.4304078
Region,8,,All,2016-17,201739,2,81,83,1569,5.289993627,111.9791969
State,,Massachusetts,All,2016-17,201722,,,69,1076,6.412639405,106.5614087
Region,6,,All,2016-17,201726,2,354,356,6052,5.882352941,108.8710316
State,,Washington,All,2016-17,201722,,,61,1049,5.815061964,112.1425868
State,,Alaska,All,2016-17,201732,,,4,70,5.714285714,97.11251245
State,,Delaware,All,2016-17,201643,,,14,157,8.917197452,106.3216901
State,,Montana,All,2016-17,201717,,,14,192,7.291666667,114.2661883
State,,New York City,All,2016-17,201712,,,79,1059,7.4598678,106.3559566
State,,Vermont,All,2016-17,201714,,,6,104,5.769230769,103.6577805
State,,New York City,All,2016-17,201725,,,78,988,7.894736842,99.22538731
Region,8,,All,2016-17,201729,0,78,78,1505,5.182724253,107.4115305
State,,Kansas,All,2016-17,201705,,,51,568,8.978873239,120.4647623
State,,California,All,2016-17,201726,,,338,4838,6.986357999,106.6983657
State,,New Jersey,All,2016-17,201725,,,58,1353,4.28677014,101.5970136
State,,Nebraska,All,2016-17,201713,,,31,340,9.117647059,116.4364483
State,,Colorado,All,2016-17,201732,,,32,674,4.747774481,109.9828232
State,,Nevada,All,2016-17,201716,,,31,494,6.275303644,129.3420525
State,,Utah,All,2016-17,201728,,,8,327,2.44648318,114.5023204
State,,Louisiana,All,2016-17,201706,,,56,906,6.181015453,115.8192194
State,,Illinois,All,2016-17,201701,,,171,2256,7.579787234,116.8732277
State,,Alabama,All,2016-17,201726,,,49,949,5.163329821,102.7476598
State,,Virginia,All,2016-17,201719,,,76,1268,5.993690852,110.7557799
State,,California,All,2016-17,201709,,,489,5509,8.876384099,121.4967541
State,,Alaska,All,2016-17,201701,,,7,110,6.363636364,152.6053767
State,,New York,All,2016-17,201707,,,213,2101,10.13802951,115.2453539
State,,New Mexico,All,2016-17,201710,,,39,386,10.10362694,124.8475657
State,,North Dakota,All,2016-17,201643,,,9,123,7.317073171,108.0625499
State,,Arizona,All,2016-17,201703,,,80,1090,7.339449541,120.1738699
State,,Idaho,All,2016-17,201648,,,20,244,8.196721312,109.7655998
Region,10,,All,2016-17,201717,3,131,134,2055,6.520681265,111.3295679
State,,Utah,All,2016-17,201640,,,17,317,5.362776025,111.0007204
Region,4,,All,2016-17,201723,2,685,687,11791,5.826477822,113.1651842
State,,Maryland,All,2016-17,201734,,,59,915,6.448087432,109.8376286
State,,Virginia,All,2016-17,201739,,,61,1235,4.939271255,107.8733346
State,,Massachusetts,All,2016-17,201705,,,114,1286,8.864696734,127.3587096
State,,Florida,All,2016-17,201738,,,227,3971,5.716444221,119.6705214
State,,Wyoming,All,2016-17,201736,,,6,89,6.741573034,105.988604
State,,Arkansas,All,2016-17,201728,,,45,595,7.56302521,106.3408586
State,,Massachusetts,All,2016-17,201723,,,70,1008,6.944444444,99.82704455
State,,Maine,All,2016-17,201734,,,19,241,7.883817427,98.56368511
State,,Nevada,All,2016-17,201652,,,36,502,7.171314741,131.4366607
State,,Hawaii,All,2016-17,201739,,,21,204,10.29411765,107.4658467
State,,New Mexico,All,2016-17,201716,,,18,382,4.712041885,123.5538085
Region,7,,All,2016-17,201723,0,156,156,2440,6.393442623,103.70985
State,,Alabama,All,2016-17,201650,,,50,1081,4.625346901,117.0392205
Region,3,,All,2016-17,201720,7,285,292,5373,5.434580309,106.6821899
State,,New York City,All,2016-17,201728,,,73,941,7.75770457,94.50515127
State,,Tennessee,All,2016-17,201723,,,92,1317,6.985573273,115.1286373
State,,Connecticut,All,2016-17,201715,,,41,625,6.56,112.7798451
Region,1,,All,2016-17,201714,21,187,208,2732,7.613469985,119.3349705
State,,Mississippi,All,2016-17,201710,,,33,616,5.357142857,111.1634935
State,,Delaware,All,2016-17,201645,,,16,180,8.888888889,121.8974791
State,,Virginia,All,2016-17,201703,,,113,1484,7.614555256,129.6226951
State,,New Mexico,All,2016-17,201705,,,28,352,7.954545455,113.8506299
State,,Wisconsin,All,2016-17,201702,,,81,1102,7.350272232,121.5924569
Region,10,,All,2016-17,201644,1,104,105,2063,5.08967523,111.7629677
State,,South Carolina,All,2016-17,201703,,,72,996,7.228915663,124.9378804
State,,Nevada,All,2016-17,201707,,,38,488,7.786885246,127.7710964
State,,West Virginia,All,2016-17,201709,,,46,445,10.33707865,107.9495334
State,,Maryland,All,2016-17,201722,,,48,861,5.574912892,103.3554079
State,,Iowa,All,2016-17,201709,,,59,641,9.204368175,120.0901781
State,,Montana,All,2016-17,201715,,,8,196,4.081632653,116.6467339
State,,Washington,All,2016-17,201641,,,60,1054,5.692599621,112.6771082
State,,Arkansas,All,2016-17,201724,,,40,614,6.514657981,109.7366171
State,,New Jersey,All,2016-17,201706,,,129,1593,8.097928437,119.6186569
Region,2,,All,2016-17,201704,32,388,420,5015,8.374875374,120.8284676
State,,Virginia,All,2016-17,201723,,,67,1253,5.3471668,109.4455775
Region,1,,All,2016-17,201722,0,138,138,2383,5.791019723,104.0904959
State,,Kentucky,All,2016-17,201645,,,71,899,7.897664071,110.9614363
State,,New Mexico,All,2016-17,201703,,,35,380,9.210526316,122.90693
Region,9,,All,2016-17,201652,24,667,691,7660,9.020887729,127.3894372
National,,,65 years and older,2016-17,201733,8,2129,2137,36314,5.884782728,105.4760979
State,,Oklahoma,All,2016-17,201727,,,55,721,7.628294036,103.5499543
State,,Illinois,All,2016-17,201650,,,140,2294,6.102877071,118.841837
State,,Mississippi,All,2016-17,201733,,,26,581,4.475043029,104.8473859
State,,New York,All,2016-17,201728,,,143,1781,8.02919708,97.69251564
State,,Wisconsin,All,2016-17,201726,,,55,988,5.566801619,109.0139269
State,,Maryland,All,2016-17,201716,,,59,943,6.256627784,113.1987801
State,,Hawaii,All,2016-17,201642,,,24,222,10.81081081,116.9481272
Region,9,,All,2016-17,201708,30,574,604,7124,8.478382931,118.4755027
Region,1,,All,2016-17,201650,2,190,192,2584,7.430340557,112.8702649
State,,Nevada,All,2016-17,201731,,,28,416,6.730769231,108.9196232
State,,South Dakota,All,2016-17,201640,,,6,163,3.680981595,119.0446238
State,,Hawaii,All,2016-17,201650,,,32,231,13.85281385,121.6892675
State,,Utah,All,2016-17,201719,,,22,335,6.567164179,117.3036005
State,,Florida,All,2016-17,201646,,,214,3814,5.610907184,114.939151
State,,Nebraska,All,2016-17,201721,,,12,322,3.726708075,110.2721657
State,,Alabama,All,2016-17,201724,,,36,939,3.833865815,101.6649658
Region,8,,All,2016-17,201646,0,86,86,1583,5.432722679,112.9783739
State,,Oklahoma,All,2016-17,201704,,,84,838,10.02386635,120.3534836
State,,Kentucky,All,2016-17,201713,,,100,971,10.29866117,119.8482254
Region,8,,All,2016-17,201715,8,97,105,1717,6.115317414,122.5419255
Region,4,,All,2016-17,201719,17,658,675,11649,5.794488797,111.8023264
State,,Wyoming,All,2016-17,201727,,,7,87,8.045977012,103.6068376
State,,Minnesota,All,2016-17,201705,,,82,897,9.141583055,120.0657094
State,,Missouri,All,2016-17,201705,,,99,1287,7.692307692,121.9396429
State,,New York,All,2016-17,201712,,,191,2108,9.060721063,115.6293223
State,,West Virginia,All,2016-17,201703,,,34,511,6.653620352,123.960026
State,,Arkansas,All,2016-17,201708,,,62,674,9.198813056,120.460065
State,,Oregon,All,2016-17,201733,,,25,642,3.894080997,104.2070192
State,,New York,All,2016-17,201705,,,206,2081,9.899086977,114.1483015
Region,1,,All,2016-17,201736,0,138,138,2410,5.726141079,105.2698678
State,,Nebraska,All,2016-17,201703,,,44,374,11.76470588,128.0800931
State,,New York,All,2016-17,201640,,,135,1874,7.203842049,102.7938093
State,,Colorado,All,2016-17,201721,,,39,723,5.394190871,117.9786071
State,,New York,All,2016-17,201739,,,103,1805,5.706371191,99.00897851
State,,Idaho,All,2016-17,201722,,,16,261,6.130268199,117.413203
State,,Oregon,All,2016-17,201721,,,39,666,5.855855856,108.1026087
Region,9,,All,2016-17,201736,2,395,397,6656,5.964543269,110.6924405
State,,Ohio,All,2016-17,201712,,,186,2621,7.096528043,127.3451103
State,,Michigan,All,2016-17,201701,,,135,2131,6.335053965,126.2133089
Region,8,,All,2016-17,201642,0,97,97,1599,6.066291432,114.1202905
State,,Connecticut,All,2016-17,201640,,,36,613,5.872756933,110.6144721
State,,Alabama,All,2016-17,201729,,,54,975,5.538461539,105.5626642
Region,10,,All,2016-17,201651,20,135,155,2334,6.640959726,126.4443851
Region,9,,All,2016-17,201733,3,379,382,6203,6.158310495,103.1588354
State,,Indiana,All,2016-17,201703,,,99,1402,7.061340942,127.8276309
Region,6,,All,2016-17,201640,2,374,376,6123,6.140780663,110.1482694
State,,California,All,2016-17,201650,,,450,5333,8.438027377,117.6152096
State,,Mississippi,All,2016-17,201651,,,48,653,7.350689127,117.8405215
State,,North Dakota,All,2016-17,201730,,,7,103,6.796116505,90.49140359
State,,Alaska,All,2016-17,201708,,,8,79,10.12658228,109.5984069
State,,Alaska,All,2016-17,201715,,,10,97,10.30927835,134.5701958
State,,Delaware,All,2016-17,201734,,,10,173,5.780346821,117.1570216
State,,South Dakota,All,2016-17,201731,,,8,128,6.25,93.48289478
State,,Oklahoma,All,2016-17,201731,,,54,717,7.531380753,102.9754747
National,,,65 years and older,2016-17,201731,2,2188,2190,36201,6.049556642,105.2701268
Region,1,,All,2016-17,201718,8,190,198,2526,7.83847981,110.3367992
Region,1,,All,2016-17,201703,17,224,241,2801,8.604069975,122.3489211
State,,Vermont,All,2016-17,201644,,,3,114,2.631578947,113.6248748
State,,Wisconsin,All,2016-17,201644,,,48,941,5.100956429,103.8280417
State,,Oregon,All,2016-17,201705,,,74,819,9.035409035,132.9369918
National,,,65 years and older,2016-17,201712,264,3355,3619,42525,8.510288066,119.894072
State,,South Dakota,All,2016-17,201723,,,13,156,8.333333333,113.932278
State,,Indiana,All,2016-17,201709,,,135,1398,9.656652361,127.4629301
State,,Iowa,All,2016-17,201735,,,16,516,3.100775194,96.67165664
State,,New Jersey,All,2016-17,201715,,,89,1452,6.129476584,109.0309415
Region,8,,All,2016-17,201725,1,93,94,1523,6.17202889,108.6961867
State,,Arkansas,All,2016-17,201737,,,48,631,7.606973059,112.7749273
State,,Nevada,All,2016-17,201725,,,24,467,5.139186296,122.2727501
State,,New York City,All,2016-17,201644,,,94,1036,9.073359073,104.0460539
State,,West Virginia,All,2016-17,201722,,,33,422,7.819905213,102.3701193
State,,Oklahoma,All,2016-17,201735,,,53,739,7.171853857,106.1351127
State,,Arkansas,All,2016-17,201738,,,51,595,8.571428571,106.3408586
Region,1,,All,2016-17,201723,1,165,166,2366,7.016060862,103.3479283
State,,South Carolina,All,2016-17,201715,,,71,933,7.609860665,117.0351831
State,,Idaho,All,2016-17,201721,,,12,254,4.724409449,114.2641899
State,,Nebraska,All,2016-17,201719,,,22,300,7.333333333,102.7380426
Region,3,,All,2016-17,201647,2,316,318,5672,5.606488011,112.6189058
State,,Vermont,All,2016-17,201739,,,5,99,5.050505051,98.67423339
State,,Delaware,All,2016-17,201646,,,5,191,2.617801047,129.3467695
Region,10,,All,2016-17,201726,1,96,97,2016,4.811507937,109.216744
Region,4,,All,2016-17,201712,72,907,979,13031,7.512853964,125.0661958
State,,Indiana,All,2016-17,201739,,,59,1202,4.908485857,109.5925908
National,,,18-64 years,2016-17,201707,77,760,837,14020,5.970042796,122.9079751
State,,Florida,All,2016-17,201739,,,221,3858,5.728356662,116.2651402
State,,Michigan,All,2016-17,201719,,,128,1869,6.84858213,110.6957645
State,,Missouri,All,2016-17,201728,,,69,1110,6.216216216,105.169389
Region,9,,All,2016-17,201731,0,382,382,6482,5.893242826,107.7987378
Region,3,,All,2016-17,201643,2,316,318,5424,5.862831858,107.694807
State,,North Dakota,All,2016-17,201724,,,7,111,6.306306306,97.51986212
State,,Oregon,All,2016-17,201704,,,78,779,10.01283697,126.4443426
State,,North Carolina,All,2016-17,201731,,,80,1625,4.923076923,107.1399278
State,,Louisiana,All,2016-17,201641,,,45,853,5.275498242,109.0439229
State,,New York City,All,2016-17,201724,,,84,985,8.527918782,98.92409564
State,,Pennsylvania,All,2016-17,201652,,,188,2904,6.473829201,120.5307088
State,,Arizona,All,2016-17,201733,,,44,983,4.476093591,108.3769855
State,,Wisconsin,All,2016-17,201710,,,97,1065,9.107981221,117.5099515
Region,6,,All,2016-17,201702,29,514,543,7084,7.665160926,127.4359531
State,,Wyoming,All,2016-17,201711,,,12,99,12.12121212,117.8974359
State,,Idaho,All,2016-17,201645,,,9,239,3.765690377,107.5163047
State,,Massachusetts,All,2016-17,201715,,,99,1210,8.181818182,119.8320674
State,,Pennsylvania,All,2016-17,201712,,,211,2752,7.667151163,114.2219389
State,,Kansas,All,2016-17,201651,,,47,557,8.438061041,118.131818
State,,District of Columbia,All,2016-17,201736,,,8,81,9.87654321,90.69916957
State,,Hawaii,All,2016-17,201729,,,26,205,12.68292683,107.99264
State,,Oklahoma,All,2016-17,201726,,,44,719,6.11961057,103.2627145
State,,North Carolina,All,2016-17,201724,,,104,1625,6.4,107.1399278
State,,Arizona,All,2016-17,201645,,,61,1045,5.837320574,115.2125634
State,,Kansas,All,2016-17,201734,,,20,471,4.246284501,99.89243493
State,,West Virginia,All,2016-17,201708,,,39,480,8.125,116.4399461
Region,5,,All,2016-17,201712,97,696,793,10300,7.699029126,122.224998
National,,,0-17 years,2016-17,201732,1,9,10,702,1.424501425,105.5853887
State,,District of Columbia,All,2016-17,201713,,,4,111,3.603603604,124.2914546
State,,Nevada,All,2016-17,201708,,,48,505,9.504950495,132.2221387
State,,Nevada,All,2016-17,201644,,,37,437,8.466819222,114.4179695
State,,Missouri,All,2016-17,201727,,,52,1139,4.565408253,107.9170577
State,,Virginia,All,2016-17,201732,,,62,1229,5.044751831,107.3492536
State,,Arizona,All,2016-17,201723,,,52,1141,4.557405784,125.796684
State,,North Carolina,All,2016-17,201652,,,165,1911,8.63422292,125.9965551
State,,Wyoming,All,2016-17,201720,,,10,106,9.433962264,126.2336182
State,,Vermont,All,2016-17,201728,,,4,102,3.921568628,101.6643617
State,,Indiana,All,2016-17,201705,,,79,1303,6.062931696,118.8012861
Region,8,,All,2016-17,201730,0,66,66,1489,4.432505037,106.2696139
State,,North Carolina,All,2016-17,201644,,,123,1757,7.000569152,115.8429866
State,,Missouri,All,2016-17,201711,,,109,1251,8.713029576,118.5287438
State,,Michigan,All,2016-17,201646,,,115,1918,5.995828989,113.5979007
Region,6,,All,2016-17,201719,3,371,374,6278,5.957311246,112.9366055
Region,6,,All,2016-17,201724,4,362,366,6150,5.951219512,110.6339796
State,,Kansas,All,2016-17,201702,,,40,591,6.768189509,125.3427368
State,,Nebraska,All,2016-17,201726,,,13,306,4.248366013,104.7928034
State,,Ohio,All,2016-17,201649,,,132,2386,5.532271584,115.9272923
Region,6,,All,2016-17,201722,4,395,399,6132,6.506849315,110.3101728
State,,Virginia,All,2016-17,201726,,,66,1218,5.418719212,106.3884385
State,,District of Columbia,All,2016-17,201704,,,7,92,7.608695652,103.0163407
State,,New Mexico,All,2016-17,201649,,,25,406,6.157635468,131.3163515
Region,9,,All,2016-17,201642,3,450,453,6542,6.924487924,108.7965663
State,,Florida,All,2016-17,201707,,,283,4169,6.788198609,125.6374726
State,,Wyoming,All,2016-17,201734,,,4,83,4.819277108,98.84330484
State,,Wyoming,All,2016-17,201650,,,9,116,7.75862069,138.1424501
State,,Maryland,All,2016-17,201723,,,54,919,5.875952122,110.3177931
State,,New Hampshire,All,2016-17,201739,,,9,222,4.054054054,111.2155133
Region,1,,All,2016-17,201728,0,149,149,2387,6.242144952,104.2652176
State,,North Carolina,All,2016-17,201718,,,114,1741,6.547960942,114.7880704
State,,Alaska,All,2016-17,201731,,,5,66,7.575757576,91.56322602
National,,,18-64 years,2016-17,201650,9,702,711,13933,5.102992895,117.7019515
State,,Texas,All,2016-17,201713,,,306,3887,7.872395163,121.0286458
Region,10,,All,2016-17,201727,1,82,83,2010,4.129353234,108.8916941
State,,Minnesota,All,2016-17,201732,,,55,810,6.790123457,108.4205403
State,,Delaware,All,2016-17,201713,,,17,200,8.5,135.4416435
State,,New Hampshire,All,2016-17,201725,,,13,212,6.132075472,106.2058055
Region,2,,All,2016-17,201718,3,286,289,4271,6.766565207,102.9029681
State,,Pennsylvania,All,2016-17,201711,,,207,2783,7.438016529,115.5085959
National,,,0-17 years,2016-17,201734,0,10,10,714,1.400560224,104.0721319
State,,Pennsylvania,All,2016-17,201645,,,128,2570,4.980544747,106.6680171
State,,Rhode Island,All,2016-17,201643,,,21,192,10.9375,106.0913706
State,,Kansas,All,2016-17,201719,,,30,507,5.917159763,107.5275255
Region,1,,All,2016-17,201702,11,236,247,2854,8.654519972,124.6639845
State,,Louisiana,All,2016-17,201650,,,39,860,4.534883721,109.9387734
State,,Oregon,All,2016-17,201711,,,40,726,5.509641873,117.8415825
Region,1,,All,2016-17,201644,1,164,165,2573,6.412747765,112.38978
State,,North Carolina,All,2016-17,201728,,,107,1628,6.572481573,107.3377246
State,,Louisiana,All,2016-17,201702,,,59,941,6.269925611,120.2934718
State,,Delaware,All,2016-17,201723,,,11,166,6.626506024,112.4165641
State,,Illinois,All,2016-17,201732,,,97,1982,4.894046418,102.6785183
State,,Arkansas,All,2016-17,201641,,,48,567,8.465608466,101.3365829
Region,5,,All,2016-17,201729,1,446,447,8675,5.152737752,102.9419279
Region,6,,All,2016-17,201732,2,340,342,6039,5.66318927,108.6371712
State,,Florida,All,2016-17,201713,,,253,3981,6.355187139,119.9718826
State,,Iowa,All,2016-17,201713,,,55,594,9.259259259,111.284814
State,,Missouri,All,2016-17,201646,,,65,1182,5.499153976,111.9911872
State,,Tennessee,All,2016-17,201729,,,79,1313,6.016755522,114.778968
State,,Ohio,All,2016-17,201640,,,129,2231,5.782160466,108.3963911
Region,6,,All,2016-17,201648,6,427,433,6465,6.697602475,116.300598
State,,Georgia,All,2016-17,201734,,,61,1479,4.124408384,109.1343353
State,,Arkansas,All,2016-17,201648,,,50,626,7.987220447,111.8813067
State,,Nevada,All,2016-17,201701,,,48,578,8.30449827,151.335438
State,,Oregon,All,2016-17,201717,,,38,711,5.344585091,115.406839
State,,Tennessee,All,2016-17,201727,,,76,1278,5.946791862,111.7193611
State,,Alaska,All,2016-17,201738,,,4,93,4.301075269,129.0209094
State,,Wisconsin,All,2016-17,201722,,,51,965,5.284974093,106.4761533
Region,9,,All,2016-17,201707,38,643,681,7413,9.186564144,123.2817099
State,,Rhode Island,All,2016-17,201710,,,22,194,11.34020619,107.196489
State,,Maryland,All,2016-17,201724,,,59,922,6.399132321,110.6779165
Region,10,,All,2016-17,201642,1,104,105,2040,5.147058824,110.5169433
State,,South Carolina,All,2016-17,201723,,,50,944,5.29661017,118.4150192
State,,Wisconsin,All,2016-17,201728,,,53,937,5.656350053,103.3866898
State,,New Hampshire,All,2016-17,201724,,,18,231,7.792207792,115.7242503
National,,,All,2016-17,201712,319,4091,4410,57045,7.73073889,119.894072
State,,Tennessee,All,2016-17,201643,,,94,1279,7.349491791,111.8067784
Region,3,,All,2016-17,201716,17,334,351,5512,6.367924528,109.4420678
State,,North Dakota,All,2016-17,201726,,,6,126,4.761904762,110.6982219
State,,Montana,All,2016-17,201721,,,9,205,4.390243902,122.0029614
State,,Washington,All,2016-17,201719,,,59,1009,5.847373637,107.8664157
National,,,18-64 years,2016-17,201739,5,550,555,13237,4.192792929,107.9099192
State,,Georgia,All,2016-17,201723,,,70,1543,4.53661698,113.8568488
State,,California,All,2016-17,201708,,,472,5330,8.855534709,117.5490469
State,,Wyoming,All,2016-17,201643,,,7,82,8.536585366,97.65242165
State,,Kansas,All,2016-17,201647,,,35,499,7.014028056,105.8308387
State,,New Jersey,All,2016-17,201711,,,108,1534,7.04041721,115.1883362
State,,New Hampshire,All,2016-17,201642,,,11,227,4.845814978,113.7203672
National,,,0-17 years,2016-17,201707,15,34,49,703,6.970128023,122.9079751
State,,Arkansas,All,2016-17,201650,,,54,709,7.616361072,126.7154096
Region,3,,All,2016-17,201731,0,250,250,5056,4.944620253,100.3880796
State,,Maine,All,2016-17,201711,,,28,331,8.459214502,135.3717003
State,,New Hampshire,All,2016-17,201736,,,14,262,5.34351145,131.2543445
State,,Nevada,All,2016-17,201729,,,25,423,5.910165485,110.7524053
State,,Virginia,All,2016-17,201652,,,86,1414,6.082036775,123.5084171
Region,1,,All,2016-17,201716,19,187,206,2558,8.053166536,111.7345734
State,,Alabama,All,2016-17,201648,,,57,1058,5.38752363,114.5490243
State,,Washington,All,2016-17,201735,,,44,1023,4.301075269,109.3630756
State,,Wisconsin,All,2016-17,201642,,,47,995,4.723618091,109.7862928
State,,Rhode Island,All,2016-17,201644,,,8,173,4.624277457,95.59274535
State,,Kansas,All,2016-17,201643,,,21,504,4.166666667,106.891268
State,,South Carolina,All,2016-17,201642,,,46,849,5.418138987,106.4982535
State,,New Mexico,All,2016-17,201732,,,15,331,4.531722054,107.0584048
State,,New York City,All,2016-17,201650,,,97,1086,8.931860037,109.0675816
State,,South Carolina,All,2016-17,201737,,,55,886,6.207674944,111.1395201
State,,Texas,All,2016-17,201701,,,324,3974,8.152994464,123.7375453
Region,4,,All,2016-17,201709,85,875,960,12754,7.527050337,122.4076634
State,,New York,All,2016-17,201645,,,143,2022,7.072205737,110.911997
State,,Utah,All,2016-17,201651,,,24,360,6.666666667,126.0576005
State,,Wyoming,All,2016-17,201712,,,13,100,13,119.0883191
State,,Kansas,All,2016-17,201713,,,46,522,8.812260536,110.7088132
National,,,65 years and older,2016-17,201728,3,2457,2460,36034,6.826885719,105.0305279
